曲名,アーティスト,YT投稿日,YT再生数,漢字ポジティブ合計スコア,ポジティブな漢字割合,ネガティブな漢字割合,標準偏差,ポジ最大,ネガ最大,最もポジティブな漢字,最もネガティブな漢字,漢字頻度順
ウミユリ海底譚,ばんけん,2017-04-21,29960332,3.182116709649560,52.601156069364200,47.398843930635800,0.07698105,0.17621064,-0.16946279,歌,灰,僕(18) 君(8) 笑(7) 中(6) 空(5) 夢(5) 愛(5) 消(4) 待(3) 歌(3) 海(3) 光(3) 奥(3) 遠(3) 何(2) 散(2) 歩(2) 今(2) 灰(2) 底(2) 揺(2) 手(2) 跡(2) 波(2) 縋(2) 知(2) 列(2) 車(2) 涙(2) 去(2) 行(2) 描(2) 心(2) 塞(2) 止(2) 泣(2) 塗(1) 息(1) 飲(1) 干(1) 見(1) 眺(1) 遮(1) 嗚(1) 咽(1) 吐(1) 出(1) 泡(1) 沫(1) 庭(1) 隅(1) 泳(1) 文(1) 字(1) 狭(1) 間(1) 取(1) 戻(1) 四(1) 拍(1) 子(1) 藍(1) 呑(1) 背(1) 掻(1) 触(1) 続(1) 始(1) 忘(1) 届(1) 夜(1) 振(1) 嘘(1) 信(1) 逆(1) 世(1) 界(1) 一(1) 等(1) 星(1) 人(1) 吸(1) 殺(1) 期(1) 言(1) 葉(1) 聞(1) 曖(1) 昧(1)
愛を伝えたいだとか,Aimyon,2017-04-20,120038405,0.6994424648582940,46.56488549618320,53.43511450381680,0.064535804,0.13944751,-0.12771535,夢,臭,日(10) 愛(5) 今(5) 君(4) 考(4) 僕(4) 明(4) 少(3) 花(3) 男(3) 落(3) 目(2) 夢(2) 伝(2) 臭(2) 待(2) 沈(2) 良(2) 焦(2) 頃(2) 会(2) 気(2) 際(2) 言(2) 健(1) 康(1) 的(1) 朝(1) 時(1) 聞(1) 揺(1) 浮(1) 前(1) 髪(1) 心(1) 地(1) 割(1) 玉(1) 焼(1) 溢(1) 辛(1) 酸(1) 甘(1) 願(1) 込(1) 馬(1) 鹿(1) 踊(1) 完(1) 璧(1) 惹(1) 笑(1) 悔(1) 腐(1) 話(1) 沢(1) 山(1) 寂(1) 結(1) 局(1) 雫(1) 窓(1) 入(1) 部(1) 屋(1) 早(1) 消(1) 見(1) 人(1) 過(1) 開(1) 何(1) 切(1) 嫌(1) 炊(1) 食(1) 情(1) 事(1) 汚(1) 履(1) 慣(1)
ホワイトアウト,reGretGirl,2017-04-07,41279811,-0.3957095667719840,41.221374045801500,58.778625954198500,0.059486877,0.13706866,-0.12137893,愛,出,君(7) 言(6) 思(5) 返(5) 日(5) 出(4) 会(3) 時(3) 繰(3) 愛(3) 読(2) 飛(2) 後(2) 話(2) 声(2) 好(2) 人(2) 泣(2) 僕(2) 白(2) 見(2) 遅(2) 過(2) 今(2) 前(2) 既(1) 未(1) 不(1) 安(1) 少(1) 午(1) 電(1) 夜(1) 高(1) 速(1) 道(1) 路(1) 耳(1) 込(1) 震(1) 私(1) 頭(1) 中(1) 真(1) 滲(1) 葉(1) 最(1) 近(1) 事(1) 忙(1) 聞(1) 悔(1) 腹(1) 口(1) 離(1) 心(1) 願(1) 大(1) 始(1) 末(1) 新(1) 誰(1) 間(1) 代(1) 同(1) 駐(1) 車(1) 場(1) 抱(1) 合(1) 常(1) 悲(1) 二(1) 乗(1) 勝(1) 手(1) 一(1) 緒(1) 昨(1) 目(1) 染(1) 笑(1) 顔(1)
ポルカドット・スティングレイ,POLKADOT STINGRAY,2017-02-19,13116327,1.2033235356211700,54.11764705882350,45.88235294117650,0.04825327,0.13706866,-0.14061823,愛,煙,嗚(8) 呼(8) 音(6) 楽(6) 要(6) 私(5) 咲(2) 行(2) 知(2) 熱(2) 押(2) 寄(2) 波(2) 花(1) 今(1) 吸(1) 込(1) 煙(1) 抱(1) 手(1) 選(1) 平(1) 微(1) 藍(1) 色(1) 落(1) 気(1) 持(1) 麻(1) 薬(1) 的(1) 依(1) 存(1) 恋(1) 茶(1) 番(1) 愛(1) 置(1) 言(1) 泳(1) 度(1) 食(1) 風(1) 様(1) 思(1)
JINGO JUNGLE,MYTH & ROID,2017-02-15,16768065,-1.620679832994940,28.767123287671200,71.23287671232880,0.045588836,0.07975981,-0.12137893,私,出,獣(3) 狂(2) 昂(2) 欲(2) 貪(2) 牙(2) 研(2) 死(2) 数(2) 競(2) 尽(2) 甚(2) 振(2) 性(2) 人(2) 間(2) 逃(1) 場(1) 嗤(1) 嗚(1) 呼(1) 殺(1) 意(1) 眼(1) 粋(1) 獲(1) 物(1) 命(1) 愉(1) 悦(1) 足(1) 容(1) 赦(1) 奪(1) 大(1) 義(1) 似(1) 私(1) 刑(1) 善(1) 言(1) 張(1) 醜(1) 本(1) 弱(1) 者(1) 慈(1) 悲(1) 残(1) 喰(1) 嬲(1) 倒(1) 味(1) 舐(1) 舌(1) 出(1)
明日も,SHISHAMO,2017-02-12,75864281,0.8493919745087620,46.766169154228900,53.233830845771100,0.048524812,0.10278118,-0.10337165,恋,頑,日(14) 分(13) 走(9) 自(8) 金(6) 明(6) 時(5) 痛(5) 月(4) 火(4) 水(4) 木(4) 僕(4) 会(4) 行(4) 変(4) 重(4) 私(4) 大(3) 立(3) 上(3) 今(3) 良(3) 泣(3) 苦(3) 折(3) 本(3) 当(3) 働(2) 曜(2) 終(2) 丈(2) 夫(2) 週(2) 末(2) 誰(2) 早(2) 報(2) 学(2) 校(2) 昨(2) 笑(2) 方(2) 教(2) 不(1) 安(1) 占(1) 毎(1) 頑(1) 張(1) 友(1) 達(1) 話(1) 題(1) 好(1) 渋(1) 谷(1) 原(1) 宿(1) 涙(1) 拭(1) 悩(1) 周(1) 人(1) 見(1) 仕(1) 事(1) 恋(1) 勉(1) 強(1) 一(1) 手(1) 抜(1) 思(1) 別(1) 悪(1) 褒(1)
妄想感傷代償連盟,DECO*27,2016-11-18,60582717,-1.1714186668396000,37.06896551724140,62.93103448275860,0.058313012,0.13944751,-0.12137893,夢,出,愛(12) 想(7) 大(5) 回(5) 傷(4) 何(4) 対(4) 合(4) 生(3) 理(3) 丈(3) 夫(3) 恋(3) 転(3) 言(2) 二(2) 度(2) 安(2) 叶(2) 妄(2) 感(2) 代(2) 償(2) 連(2) 盟(2) 懐(2) 号(2) 行(2) 場(2) 愚(2) 者(2) 再(2) 挑(2) 戦(2) 重(2) 逝(2) 終(2) 隨(2) 厭(2) 怒(2) 仕(2) 舞(2) 通(2) 称(2) 情(2) 象(2) 年(2) 齢(2) 悪(2) 守(2) 位(2) 相(2) 正(2) 歪(2) 始(2) 最(2) 低(2) 人(2) 付(2) 混(2) 一(1) 時(1) 隣(1) 居(1) 延(1) 長(1) 鬱(1) 雑(1) 御(1) 免(1) 帰(1) 酸(1) 化(1) 炭(1) 素(1) 濃(1) 浸(1) 泥(1) 沼(1) 夢(1) 身(1) 勝(1) 手(1) 不(1) 未(1) 来(1) 顔(1) 変(1) 知(1) 嫌(1) 裏(1) 返(1) 好(1) 隠(1) 甘(1) 過(1) 太(1) 心(1) 掲(1) 出(1) 逢(1) 頃(1) 同(1) 様(1) 成(1) 思(1) 笑(1) 描(1) 狂(1) 血(1) 走(1) 願(1) 堵(1) 頑(1) 張(1) 我(1) 儘(1) 先(1) 謎(1) 自(1) 魔(1) 阿(1) 吽(1) 呼(1) 吸(1) 映(1) 画(1) 乗(1) 切(1) 観(1) 酷(1) 起(1) 承(1) 結(1) 信(1) 嘘(1) 覚(1)
二人セゾン,Keyakizaka46,2016-11-17,73959896,1.4588152579963200,43.43434343434340,56.56565656565660,0.06464275,0.13944751,-0.13563836,夢,否,人(15) 二(14) 君(11) 僕(5) 日(5) 春(4) 夏(4) 秋(4) 冬(4) 見(4) 恋(3) 去(3) 行(3) 前(3) 出(3) 生(3) 一(2) 過(2) 季(2) 忘(2) 上(2) 振(2) 切(2) 現(2) 常(2) 輝(2) 色(2) 変(2) 別(2) 想(2) 緒(1) 節(1) 後(1) 悔(1) 道(1) 端(1) 咲(1) 雑(1) 草(1) 名(1) 気(1) 踏(1) 悲(1) 鳴(1) 存(1) 在(1) 誰(1) 話(1) 面(1) 倒(1) 目(1) 伏(1) 聴(1) 突(1) 然(1) 外(1) 太(1) 陽(1) 戻(1) 来(1) 大(1) 会(1) 愛(1) 拒(1) 否(1) 昨(1) 違(1) 景(1) 街(1) 吹(1) 抜(1) 風(1) 中(1) 何(1) 香(1) 返(1) 余(1) 裕(1) 興(1) 味(1) 自(1) 分(1) 半(1) 径(1) 張(1) 世(1) 界(1) 連(1) 瞬(1) 光(1) 重(1) 折(1) 四(1) 作(1) 欠(1) 永(1) 遠(1) 儚(1) 月(1) 花(1) 桜(1) 満(1) 開(1) 像(1) 夢(1) 心(1) 窓(1) 際(1) 教(1) 初(1) 感(1) 思(1)
小さな恋のうた,WANIMA,2016-10-31,32033034,0.5966114029288290,42.74809160305340,57.25190839694660,0.071644664,0.17621064,-0.13472995,歌,暗,響(9) 恋(8) 歌(8) 人(6) 届(5) 思(4) 時(4) 遠(4) 大(4) 事(4) 欲(4) 変(3) 永(3) 言(3) 広(2) 世(2) 界(2) 小(2) 手(2) 二(2) 葉(2) 抱(2) 夢(2) 覚(2) 宇(1) 宙(1) 数(1) 一(1) 青(1) 地(1) 球(1) 島(1) 元(1) 出(1) 会(1) 流(1) 込(1) 紙(1) 増(1) 互(1) 激(1) 切(1) 遥(1) 彼(1) 方(1) 優(1) 気(1) 付(1) 歩(1) 暗(1) 道(1) 日(1) 照(1) 月(1) 握(1) 離(1) 強(1) 誓(1) 淵(1) 僕(1) 同(1) 足(1) 涙(1) 喜(1) 過(1) 星(1)
スパークル,RADWIMPS,2016-10-27,214002682,0.4500752463936810,45.77114427860700,54.22885572139300,0.059381615,0.13944751,-0.12137893,夢,出,僕(6) 生(6) 世(5) 界(5) 君(5) 時(4) 一(4) 場(4) 所(4) 章(4) 運(4) 来(4) 言(4) 葉(4) 二(4) 人(4) 計(3) 日(3) 見(3) 外(3) 命(3) 未(3) 手(3) 伸(3) 届(3) 方(3) 望(2) 序(2) 中(2) 教(2) 朝(2) 恋(2) 針(2) 横(2) 目(2) 進(2) 何(2) 抜(2) 書(2) 笑(2) 飼(1) 通(1) 美(1) 互(1) 砂(1) 眺(1) 番(1) 遠(1) 待(1) 合(1) 昨(1) 飛(1) 読(1) 経(1) 験(1) 知(1) 識(1) 勇(1) 気(1) 持(1) 温(1) 夢(1) 室(1) 窓(1) 電(1) 車(1) 揺(1) 遥(1) 彼(1) 追(1) 年(1) 周(1) 期(1) 息(1) 辞(1) 出(1) 上(1) 憎(1) 万(1) 華(1) 鏡(1) 八(1) 月(1) 前(1) 澄(1) 科(1) 顔(1) 嘘(1) 規(1) 格(1) 意(1) 味(1) 悲(1) 劇(1) 全(1) 部(1) 抱(1) 立(1) 遊(1) 愛(1) 匂(1) 歩(1) 声(1) 消(1) 眼(1) 焼(1) 付(1) 権(1) 利(1) 義(1) 務(1) 思(1)
シャルル,flower,2016-10-12,53390117,-1.3259009569883300,42.25352112676060,57.74647887323940,0.06218337,0.13944751,-0.13563836,夢,否,謳(6) 語(6) 合(6) 否(6) 日(5) 今(5) 見(4) 嫌(4) 意(3) 味(3) 愛(3) 雲(3) 上(3) 夜(3) 群(3) 言(2) 事(2) 笑(2) 街(2) 濁(2) 僕(2) 等(2) 互(2) 飾(2) 混(2) 頬(1) 濡(1) 昨(1) 消(1) 花(1) 束(1) 抱(1) 歩(1) 下(1) 理(1) 想(1) 縁(1) 心(1) 置(1) 去(1) 空(1) 深(1) 青(1) 満(1) 風(1) 悩(1) 遠(1) 描(1) 朝(1) 焼(1) 溜(1) 息(1) 夢(1) 忘(1) 黙(1) 苛(1) 別(1) 良(1) 憂(1) 恋(1) 静(1) 方(1) 汚(1) 葉(1) 此(1) 処(1) 誰(1) 二(1) 人(1) 果(1) 譲(1) 何(1) 痛(1) 教(1) 騙(1) 馬(1) 鹿(1) 迷(1) 変(1) 増(1) 後(1) 悔(1) 許(1) 哂(1)
恋,Gen Hoshino,2016-09-20,262569448,-0.4808732196688650,46.400000000000000,53.6,0.061826155,0.13773179,-0.14825322,生,側,中(9) 人(5) 超(5) 君(4) 見(4) 思(4) 恋(4) 胸(3) 側(3) 出(3) 距(3) 離(3) 鼓(3) 動(3) 貴(3) 方(3) 指(3) 混(3) 頬(3) 香(3) 夫(3) 婦(3) 顔(3) 暮(2) 色(2) 運(2) 二(2) 一(2) 営(1) 街(1) 風(1) 群(1) 意(1) 味(1) 腹(1) 空(1) 元(1) 帰(1) 物(1) 心(1) 上(1) 世(1) 誰(1) 秘(1) 想(1) 白(1) 鳥(1) 当(1) 前(1) 変(1) 似(1) 虚(1) 構(1) 愛(1) 生(1) 泣(1) 黙(1) 夜(1) 揺(1) 笑(1)
前前前世,RADWIMPS,2016-08-19,328113859,1.0111322477459900,46.05263157894740,53.94736842105260,0.06520343,0.17621064,-0.12137893,歌,出,君(16) 前(10) 何(5) 僕(5) 探(5) 全(4) 眼(3) 世(3) 笑(3) 方(3) 迷(3) 越(2) 痛(2) 知(2) 声(2) 言(2) 然(2) 部(2) 光(2) 年(2) 分(2) 語(2) 覚(1) 合(1) 遅(1) 怒(1) 飛(1) 心(1) 身(1) 体(1) 追(1) 髪(1) 瞳(1) 胸(1) 同(1) 時(1) 吸(1) 離(1) 遥(1) 昔(1) 生(1) 宇(1) 宙(1) 話(1) 眠(1) 間(1) 億(1) 物(1) 姿(1) 映(1) 戯(1) 消(1) 愛(1) 銀(1) 河(1) 個(1) 果(1) 出(1) 逢(1) 手(1) 壊(1) 握(1) 騒(1) 涙(1) 革(1) 命(1) 夜(1) 誰(1) 止(1) 旗(1) 立(1) 諦(1) 奪(1) 取(1) 私(1) 先(1) 未(1) 来(1) 数(1) 困(1) 難(1) 二(1) 人(1) 返(1) 討(1) 以(1) 外(1) 武(1) 器(1) 他(1) 歌(1) 口(1)
キセキ,GReeeeN,2016-07-27,40181393,1.6875425726175300,50.0,50.0,0.06611874,0.13773179,-0.12137893,生,出,君(13) 日(11) 愛(9) 僕(8) 人(6) 出(4) 歩(4) 跡(4) 何(4) 年(4) 明(3) 今(3) 言(3) 来(3) 合(3) 笑(3) 幸(3) 見(3) 居(3) 好(2) 想(2) 重(2) 軌(2) 巡(2) 奇(2) 寄(2) 添(2) 永(2) 久(2) 形(2) 横(2) 足(2) 手(2) 平(2) 中(2) 小(2) 大(2) 行(2) 晴(2) 時(2) 十(2) 溢(1) 止(1) 葉(1) 積(1) 過(1) 去(1) 逢(1) 偶(1) 然(1) 運(1) 命(1) 右(1) 左(1) 包(1) 感(1) 会(1) 世(1) 界(1) 事(1) 強(1) 寂(1) 忘(1) 帰(1) 道(1) 切(1) 届(1) 伝(1) 初(1) 表(1) 情(1) 少(1) 間(1) 空(1) 心(1) 満(1) 旅(1) 途(1) 先(1) 続(1) 未(1) 例(1) 失(1) 喜(1) 悲(1) 全(1) 分(1) 生(1) 最(1) 後(1) 一(1) 秒(1) 顔(1) 思(1) 百(1) 千(1) 超(1)
やさしさで溢れるように,Flower,2016-05-24,62760747,-0.55091692507267,35.483870967741900,64.51612903225810,0.05835025,0.13773179,-0.115278006,生,意,中(4) 生(3) 愛(3) 時(3) 離(3) 色(2) 大(2) 教(2) 気(2) 今(2) 包(2) 溢(2) 強(2) 迷(2) 続(2) 前(2) 忘(2) 間(2) 決(2) 目(1) 覚(1) 変(1) 景(1) 切(1) 見(1) 意(1) 味(1) 喜(1) 丈(1) 夫(1) 言(1) 逢(1) 笑(1) 顔(1) 当(1) 事(1) 去(1) 息(1) 継(1) 食(1) 花(1) 名(1) 空(1) 広(1) 呼(1) 分(1) 進(1) 世(1) 界(1) 光(1) 満(1) 輝(1) 雨(1) 打(1) 風(1) 吹(1) 寒(1) 感(1) 胸(1) 失(1) 巡(1) 季(1) 節(1) 手(1) 二(1) 人(1) 繋(1) 想(1)
コーヒーとシロップ,OFFICIAL HIGE DANDISM,2016-04-28,22133214,-1.108506515622140,45.50898203592810,54.49101796407190,0.06773783,0.17621064,-0.12355663,歌,吐,全(9) 部(9) 笑(8) 出(8) 嫌(6) 飲(6) 干(6) 僕(4) 例(4) 日(4) 吐(4) 君(3) 年(3) 明(3) 場(3) 過(3) 不(3) 歌(3) 時(3) 今(2) 会(2) 言(2) 夜(2) 十(2) 先(2) 偉(2) 底(2) 見(2) 甲(2) 斐(2) 落(2) 間(2) 思(2) 待(2) 堪(2) 真(1) 中(1) 起(1) 寒(1) 息(1) 白(1) 注(1) 憂(1) 映(1) 何(1) 社(1) 休(1) 代(1) 朝(1) 数(1) 字(1) 追(1) 毎(1) 議(1) 平(1) 気(1) 顔(1) 裏(1) 隠(1) 葉(1) 風(1) 威(1) 張(1) 逃(1) 誰(1) 甘(1) 苦(1) 感(1) 違(1) 謝(1) 簡(1) 単(1) 来(1) 責(1) 飛(1) 込(1) 高(1) 所(1)
友よ 〜 この先もずっと・・・,Ketsumeishi,2016-04-05,132641857,-0.071448378264904,40.2439024390244,59.7560975609756,0.063700855,0.13944751,-0.14825322,夢,側,君(8) 言(8) 何(8) 友(7) 事(6) 僕(5) 先(5) 時(5) 当(4) 日(4) 話(4) 達(4) 夢(3) 十(3) 年(3) 思(3) 辛(3) 毎(3) 本(3) 合(3) 出(2) 前(2) 間(2) 続(2) 無(2) 遠(2) 側(2) 一(2) 人(2) 同(2) 笑(2) 分(2) 場(1) 所(1) 駆(1) 見(1) 顔(1) 晴(1) 実(1) 大(1) 意(1) 味(1) 明(1) 目(1) 世(1) 界(1) 願(1) 描(1) 冒(1) 険(1) 共(1) 星(1) 空(1) 眺(1) 葉(1) 誰(1) 待(1) 色(1) 温(1) 来(1) 算(1) 怖(1) 経(1) 離(1) 変(1) 仲(1) 様(1) 振(1) 舞(1) 度(1) 今(1) 争(1) 互(1) 気(1) 持(1) 次(1) 会(1) 皆(1) 中(1) 謝(1)
Lovers,sumika,2016-02-24,83434040,-2.1453005895018600,38.50931677018630,61.49068322981370,0.051187728,0.13706866,-0.12137893,愛,出,最(11) 後(10) 離(7) 願(5) 理(4) 僕(4) 気(4) 向(4) 日(4) 由(3) 情(3) 欲(3) 見(3) 出(2) 滲(2) 先(2) 言(2) 振(2) 事(2) 選(2) 寄(2) 浮(2) 余(2) 所(2) 揺(2) 涙(1) 整(1) 紙(1) 書(1) 辛(1) 悲(1) 感(1) 色(1) 透(1) 男(1) 初(1) 女(1) 名(1) 肖(1) 者(1) 口(1) 約(1) 束(1) 結(1) 婚(1) 歳(1) 秋(1) 脇(1) 目(1) 怖(1) 今(1) 違(1) 比(1) 何(1) 百(1) 万(1) 択(1) 肢(1) 方(1) 添(1) 遂(1) 笑(1) 意(1) 地(1) 悪(1) 我(1) 儘(1) 回(1) 上(1) 好(1) 少(1) 嫌(1) 沢(1) 山(1) 代(1) 用(1) 品(1) 腹(1) 括(1) 自(1) 分(1) 肯(1) 定(1) 覚(1) 悟(1) 来(1) 嬉(1) 楽(1) 悩(1) 病(1) 迷(1) 捨(1) 抱(1) 期(1) 朽(1) 果(1) 愛(1) 抜(1) 思(1)
First Love,Hikaru Utada,2016-01-27,111949925,0.3947609961032870,58.97435897435900,41.02564102564100,0.06452673,0.17621064,-0.12137893,歌,出,今(4) 誰(3) 悲(3) 明(2) 日(2) 頃(2) 想(2) 恋(2) 落(2) 新(2) 歌(2) 最(1) 後(1) 香(1) 立(1) 止(1) 時(1) 間(1) 動(1) 出(1) 忘(1) 泣(1) 場(1) 所(1)
ゴーストルール,Mafumafu,2016-01-08,50144649,-0.8228072673082350,41.02564102564100,58.97435897435900,0.06847852,0.13944751,-0.13587108,夢,脆,僕(16) 知(8) 嘘(4) 奪(4) 解(4) 言(3) 後(3) 正(3) 者(3) 直(3) 見(3) 最(3) 吐(2) 戻(2) 時(2) 効(2) 騙(2) 腐(2) 理(2) 判(2) 抱(2) 締(2) 易(2) 一(2) 度(2) 嘲(2) 笑(2) 憑(2) 出(2) 叱(2) 夢(2) 裁(2) 甘(2) 亡(2) 霊(2) 空(2) 白(2) 足(2) 今(1) 日(1) 叶(1) 思(1) 捨(1) 隠(1) 仕(1) 舞(1) 筈(1) 声(1) 悔(1) 脆(1) 弱(1) 義(1) 卑(1) 怯(1) 構(1) 祈(1) 飾(1) 饒(1) 舌(1) 墓(1) 穴(1) 掘(1) 焼(1) 様(1) 負(1) 目(1) 被(1) 害(1) 望(1) 逢(1) 前(1) 進(1) 夜(1) 愛(1) 育(1) 孤(1) 毒(1) 暴(1) 終(1) 世(1) 界(1) 踊(1) 初(1) 嗚(1) 呼(1)
DANCE WITH ME NOW!,E-girls,2015-12-31,29182811,0.701240174472332,64.0,36.0,0.055037823,0.10645351,-0.1242975,踊,負,踊(8) 騒(8) 回(6) 一(3) 二(3) 今(2) 夜(1) 盛(1) 上(1) 泣(1) 振(1) 切(1) 勝(1) 負(1) 時(1) 間(1) 無(1) 駄(1) 乗(1) 取(1) 制(1) 覇(1) 楽(1) 優(1) 越(1) 感(1)
No.1,西野カナ,2015-11-17,59618089,0.4460223317146300,44.927536231884100,55.072463768115900,0.052774105,0.13773179,-0.09360719,生,傷,分(5) 自(4) 気(3) 全(3) 怖(3) 想(3) 止(3) 方(2) 付(2) 人(2) 生(2) 笑(2) 顔(2) 瞳(2) 事(2) 好(2) 傷(1) 恋(1) 優(1) 誰(1) 適(1) 当(1) 合(1) 一(1) 恥(1) 目(1) 緊(1) 張(1) 話(1) 大(1) 仕(1) 手(1) 返(1) 信(1) 今(1) 何(1) 忙(1) 心(1) 戸(1) 惑(1) 少(1) 崩(1) 本(1)
狂乱 Hey Kids!!,THE ORAL CIGARETTES,2015-10-14,186585087,-1.8997531831264500,32.69230769230770,67.3076923076923,0.052158635,0.13706866,-0.12355663,愛,吐,狂(13) 場(4) 日(3) 探(3) 壊(2) 閉(2) 昨(2) 照(2) 行(2) 衝(2) 動(2) 戻(2) 所(2) 飛(2) 意(2) 味(2) 無(2) 抗(2) 争(2) 平(2) 気(2) 私(2) 名(2) 前(2) 吐(2) 塞(1) 面(1) 乱(1) 嘘(1) 崩(1) 投(1) 下(1) 甘(1) 体(1) 温(1) 蜜(1) 匂(1) 立(1) 鳴(1) 滑(1) 稽(1) 今(1) 共(1) 犯(1) 天(1) 存(1) 在(1) 次(1) 第(1) 時(1) 代(1) 変(1) 終(1) 焦(1) 燥(1) 出(1) 会(1) 泣(1) 忘(1) 愛(1) 繋(1) 未(1) 来(1) 儚(1)
新宝島,sakanaction,2015-09-26,226129336,0.0655162930488586,40.0,60.0,0.06711405,0.17621064,-0.10245609,歌,的,次(7) 丁(6) 寧(6) 描(5) 君(5) 連(4) 行(4) 揺(4) 震(4) 歌(4) 線(3) 目(2) 的(2) 地(2) 宝(2) 島(2) 決(2) 引(1) 続(1) 夢(1) 景(1) 色(1) 探(1)
君の知らない物語,supercell,2015-08-12,45209210,-0.0806919038295745,44.274809160305300,55.72519083969470,0.059290774,0.117716074,-0.13472995,君,暗,君(8) 言(8) 見(5) 私(5) 事(4) 星(4) 夜(3) 日(2) 上(2) 今(2) 笑(2) 真(2) 空(2) 聞(2) 指(2) 夏(2) 大(2) 様(2) 隣(2) 好(2) 声(2) 思(2) 出(2) 顔(2) 突(1) 然(1) 立(1) 行(1) 良(1) 明(1) 道(1) 歩(1) 抱(1) 込(1) 孤(1) 独(1) 不(1) 安(1) 押(1) 暗(1) 世(1) 界(1) 降(1) 追(1) 願(1) 驚(1) 想(1) 三(1) 角(1) 覚(1) 織(1) 姫(1) 彦(1) 楽(1) 何(1) 本(1) 当(1) 届(1) 泣(1) 強(1) 臆(1) 病(1) 興(1) 味(1) 胸(1) 刺(1) 痛(1) 増(1) 心(1) 実(1) 残(1) 酷(1) 二(1) 度(1) 戻(1) 怒(1) 知(1) 秘(1) 密(1) 越(1) 遠(1) 無(1) 邪(1) 気(1)
Unfair World,J SOUL BROTHERS III,2015-08-05,20213473,0.6211082711815830,50.0,50.0,0.063429765,0.13706866,-0.14825322,愛,側,君(10) 僕(7) 日(5) 見(4) 泣(4) 果(4) 眠(4) 人(4) 星(3) 空(3) 上(3) 誰(3) 光(3) 何(2) 今(2) 裏(2) 切(2) 夜(2) 腕(2) 中(2) 疲(2) 哀(2) 触(2) 抱(2) 影(2) 交(2) 差(2) 世(2) 界(2) 迷(2) 旅(2) 色(2) 褪(2) 朝(2) 昇(2) 一(2) 緒(2) 就(2) 愛(2) 照(2) 明(2) 傷(2) 信(1) 呟(1) 目(1) 逸(1) 問(1) 言(1) 忙(1) 街(1) 航(1) 障(1) 害(1) 灯(1) 点(1) 滅(1) 希(1) 望(1) 欠(1) 片(1) 捨(1) 屋(1) 駆(1) 涙(1) 九(1) 十(1) 度(1) 首(1) 曲(1) 少(1) 離(1) 場(1) 所(1) 持(1) 余(1) 心(1) 守(1) 月(1) 決(1) 輝(1) 側(1) 太(1) 陽(1) 代(1) 乗(1) 越(1) 行(1) 断(1) 出(1) 来(1) 声(1) 涸(1) 叫(1) 続(1) 嘘(1) 付(1) 塞(1) 闇(1) 苦(1)
StaRt,Mrs. GREEN APPLE,2015-07-07,73285628,-1.77302623167634,35.0,65.0,0.058558755,0.13706866,-0.15132867,愛,借,気(4) 晴(4) 心(3) 時(3) 町(3) 独(3) 否(3) 定(3) 出(3) 来(3) 手(2) 拝(2) 借(2) 場(2) 敢(2) 一(2) 人(2) 多(2) 居(2) 幸(2) 間(2) 過(2) 微(2) 愛(2) 雨(2) 僕(2) 探(2) 悩(2) 肩(2) 貴(2) 仕(2) 舞(2) 幕(1) 開(1) 寄(1) 集(1) 立(1) 今(1) 武(1) 装(1) 創(1) 造(1) 登(1) 遊(1) 満(1) 策(1) 略(1) 正(1) 始(1) 試(1) 静(1) 対(1) 俄(1) 然(1) 負(1) 合(1) 図(1) 鳴(1) 止(1) 苦(1) 煩(1) 上(1) 等(1) 既(1) 戦(1) 名(1) 付(1) 原(1) 泣(1) 忘(1) 如(1) 何(1) 増(1) 戻(1) 方(1) 耳(1) 程(1) 聞(1) 言(1) 葉(1) 信(1) 箱(1) 荷(1) 物(1) 詰(1) 持(1) 軽(1) 様(1) 悲(1) 思(1) 重(1) 笑(1) 顔(1) 明(1) 日(1) 唄(1)
ニッポン饅頭,LADYBABY,2015-07-04,38926881,-3.6324917189776900,30.16759776536310,69.83240223463690,0.053765535,0.13706866,-0.13923597,愛,洞,地(6) 下(6) 本(6) 越(5) 愛(4) 元(4) 泉(3) 製(3) 文(3) 化(3) 楽(3) 味(3) 先(3) 輩(3) 物(3) 家(3) 祖(3) 鉄(3) 細(3) 胞(3) 饅(2) 頭(2) 安(2) 全(2) 京(2) 山(2) 新(2) 売(2) 道(2) 海(2) 温(2) 中(2) 気(2) 百(1) 花(1) 繚(1) 乱(1) 爆(1) 買(1) 心(1) 都(1) 東(1) 五(1) 重(1) 神(1) 戸(1) 大(1) 阪(1) 太(1) 陽(1) 富(1) 士(1) 旭(1) 国(1) 発(1) 切(1) 後(1) 銀(1) 熱(1) 洞(1) 爺(1) 阿(1) 寒(1) 湖(1) 有(1) 馬(1) 効(1) 能(1) 質(1) 戦(1) 意(1) 喪(1) 失(1) 平(1) 和(1) 甘(1) 飽(1) 身(1) 餡(1) 祭(1) 名(1) 古(1) 屋(1) 福(1) 岡(1) 札(1) 幌(1) 金(1) 字(1) 塔(1) 広(1) 告(1) 表(1) 参(1) 行(1) 列(1) 征(1) 服(1) 超(1) 可(1) 遊(1) 時(1) 人(1) 外(1) 貨(1) 底(1) 力(1) 空(1) 世(1) 界(1) 斬(1) 最(1) 高(1)
